Bin Id,Marker Id,Gene Ids
final.contigs.fa.metabat_bins_36,PF00162.14,k99_1391203_1
final.contigs.fa.metabat_bins_36,PF00162.14,k99_4197814_1
final.contigs.fa.metabat_bins_36,PF02739.11,k99_3432798_4
final.contigs.fa.metabat_bins_36,PF02739.11,k99_3525457_1
final.contigs.fa.metabat_bins_36,TIGR00054,k99_3647621_1
final.contigs.fa.metabat_bins_36,TIGR00054,k99_4509623_2
final.contigs.fa.metabat_bins_36,TIGR03725,k99_3793742_2
final.contigs.fa.metabat_bins_36,TIGR03725,k99_809448_4
final.contigs.fa.metabat_bins_36,PF13100.1,k99_4200561_2
final.contigs.fa.metabat_bins_36,PF13100.1,k99_539111_4
final.contigs.fa.metabat_bins_36,PF02576.12,k99_1441121_3
final.contigs.fa.metabat_bins_36,PF02576.12,k99_2644678_2
final.contigs.fa.metabat_bins_36,PF02576.12,k99_4114486_3
final.contigs.fa.metabat_bins_36,PF01367.15,k99_3432798_4
final.contigs.fa.metabat_bins_36,PF01367.15,k99_3525457_1
final.contigs.fa.metabat_bins_4,PF01632.14,k99_1661602_5
final.contigs.fa.metabat_bins_4,PF01632.14,k99_2188678_9
final.contigs.fa.metabat_bins_4,PF00164.20,k99_147608_3
final.contigs.fa.metabat_bins_4,PF00164.20,k99_37501_4
final.contigs.fa.metabat_bins_4,PF00164.20,k99_573059_4
final.contigs.fa.metabat_bins_4,PF01281.14,k99_1399778_4
final.contigs.fa.metabat_bins_4,PF01281.14,k99_3557139_4
final.contigs.fa.metabat_bins_4,PF00416.17,k99_1648347_23
final.contigs.fa.metabat_bins_4,PF00416.17,k99_37501_31
final.contigs.fa.metabat_bins_4,PF01509.13,k99_1502701_3
final.contigs.fa.metabat_bins_4,PF01509.13,k99_2195336_2
final.contigs.fa.metabat_bins_4,PF00162.14,k99_2745003_5
final.contigs.fa.metabat_bins_4,PF00162.14,k99_276124_4
final.contigs.fa.metabat_bins_4,TIGR00967,k99_1648347_21
final.contigs.fa.metabat_bins_4,TIGR00967,k99_37501_28
final.contigs.fa.metabat_bins_4,PF01193.19,k99_1648347_26
final.contigs.fa.metabat_bins_4,PF01193.19,k99_37501_34
final.contigs.fa.metabat_bins_4,PF00861.17,k99_1648347_17
final.contigs.fa.metabat_bins_4,PF00861.17,k99_37501_24
final.contigs.fa.metabat_bins_4,PF00298.14,k99_2162582_4
final.contigs.fa.metabat_bins_4,PF00298.14,k99_2358722_3
final.contigs.fa.metabat_bins_4,PF00252.13,k99_1648347_8
final.contigs.fa.metabat_bins_4,PF00252.13,k99_37501_15
final.contigs.fa.metabat_bins_4,PF01765.14,k99_138384_3
final.contigs.fa.metabat_bins_4,PF01765.14,k99_3883310_5
final.contigs.fa.metabat_bins_4,PF00889.14,k99_138384_5
final.contigs.fa.metabat_bins_4,PF00889.14,k99_3489062_2
final.contigs.fa.metabat_bins_4,PF01409.15,k99_1139282_3
final.contigs.fa.metabat_bins_4,PF01409.15,k99_925260_4
final.contigs.fa.metabat_bins_4,PF00410.14,k99_1648347_15
final.contigs.fa.metabat_bins_4,PF00410.14,k99_37501_22
final.contigs.fa.metabat_bins_4,TIGR03594,k99_1488502_3
final.contigs.fa.metabat_bins_4,TIGR03594,k99_2277504_2
final.contigs.fa.metabat_bins_4,PF04997.7,k99_414062_3
final.contigs.fa.metabat_bins_4,PF04997.7,k99_4177259_5
final.contigs.fa.metabat_bins_4,TIGR00855,k99_2162582_1
final.contigs.fa.metabat_bins_4,TIGR00855,k99_2358722_6
final.contigs.fa.metabat_bins_4,TIGR00855,k99_4177259_3
final.contigs.fa.metabat_bins_4,TIGR00084,k99_351148_16
final.contigs.fa.metabat_bins_4,TIGR00084,k99_822317_2
final.contigs.fa.metabat_bins_4,TIGR00329,k99_1803657_4
final.contigs.fa.metabat_bins_4,TIGR00329,k99_691334_2
final.contigs.fa.metabat_bins_4,PF03484.10,k99_524754_3
final.contigs.fa.metabat_bins_4,PF03484.10,k99_998882_5
final.contigs.fa.metabat_bins_4,PF08529.6,k99_1077343_4
final.contigs.fa.metabat_bins_4,PF08529.6,k99_1457000_13
final.contigs.fa.metabat_bins_4,TIGR00392,k99_140493_3
final.contigs.fa.metabat_bins_4,TIGR00392,k99_3376162_5
final.contigs.fa.metabat_bins_4,PF04983.13,k99_414062_3
final.contigs.fa.metabat_bins_4,PF04983.13,k99_4177259_5
final.contigs.fa.metabat_bins_4,PF04565.11,k99_414062_2
final.contigs.fa.metabat_bins_4,PF04565.11,k99_4177259_4
final.contigs.fa.metabat_bins_4,PF00203.16,k99_1648347_5
final.contigs.fa.metabat_bins_4,PF00203.16,k99_37501_12
final.contigs.fa.metabat_bins_4,PF02367.12,k99_1184822_4
final.contigs.fa.metabat_bins_4,PF02367.12,k99_842250_3
final.contigs.fa.metabat_bins_4,PF01668.13,k99_1617164_6
final.contigs.fa.metabat_bins_4,PF01668.13,k99_697465_2
final.contigs.fa.metabat_bins_4,PF00673.16,k99_1648347_13
final.contigs.fa.metabat_bins_4,PF00673.16,k99_37501_20
final.contigs.fa.metabat_bins_4,PF00276.15,k99_1648347_3
final.contigs.fa.metabat_bins_4,PF00276.15,k99_37501_10
final.contigs.fa.metabat_bins_4,PF00338.17,k99_37501_7
final.contigs.fa.metabat_bins_4,PF00338.17,k99_573059_1
final.contigs.fa.metabat_bins_4,PF02130.12,k99_1144620_5
final.contigs.fa.metabat_bins_4,PF02130.12,k99_1228737_2
final.contigs.fa.metabat_bins_4,PF01018.17,k99_2436511_5
final.contigs.fa.metabat_bins_4,PF01018.17,k99_814697_1
final.contigs.fa.metabat_bins_4,PF04560.15,k99_414062_2
final.contigs.fa.metabat_bins_4,PF04560.15,k99_4177259_4
final.contigs.fa.metabat_bins_4,PF04563.10,k99_414062_2
final.contigs.fa.metabat_bins_4,PF04563.10,k99_4177259_4
final.contigs.fa.metabat_bins_4,PF03947.13,k99_1648347_4
final.contigs.fa.metabat_bins_4,PF03947.13,k99_37501_11
final.contigs.fa.metabat_bins_4,PF05000.12,k99_414062_3
final.contigs.fa.metabat_bins_4,PF05000.12,k99_4177259_5
final.contigs.fa.metabat_bins_4,PF00181.18,k99_1648347_4
final.contigs.fa.metabat_bins_4,PF00181.18,k99_37501_11
final.contigs.fa.metabat_bins_4,PF10385.4,k99_414062_2
final.contigs.fa.metabat_bins_4,PF10385.4,k99_4177259_4
final.contigs.fa.metabat_bins_4,PF01196.14,k99_1648347_27
final.contigs.fa.metabat_bins_4,PF01196.14,k99_37501_35
final.contigs.fa.metabat_bins_4,PF13184.1,k99_1077343_4
final.contigs.fa.metabat_bins_4,PF13184.1,k99_1457000_13
final.contigs.fa.metabat_bins_4,PF00312.17,k99_1343426_7
final.contigs.fa.metabat_bins_4,PF00312.17,k99_470700_2
final.contigs.fa.metabat_bins_4,PF04561.9,k99_414062_2
final.contigs.fa.metabat_bins_4,PF04561.9,k99_4177259_4
final.contigs.fa.metabat_bins_4,TIGR00019,k99_1661602_2
final.contigs.fa.metabat_bins_4,TIGR00019,k99_2277504_6
final.contigs.fa.metabat_bins_4,PF00347.18,k99_1648347_16
final.contigs.fa.metabat_bins_4,PF00347.18,k99_37501_23
final.contigs.fa.metabat_bins_4,PF00831.18,k99_1648347_9
final.contigs.fa.metabat_bins_4,PF00831.18,k99_37501_16
final.contigs.fa.metabat_bins_4,PF01649.13,k99_1262667_6
final.contigs.fa.metabat_bins_4,PF01649.13,k99_840909_6
final.contigs.fa.metabat_bins_4,PF00281.14,k99_1648347_13
final.contigs.fa.metabat_bins_4,PF00281.14,k99_37501_20
final.contigs.fa.metabat_bins_4,PF00687.16,k99_2162582_3
final.contigs.fa.metabat_bins_4,PF00687.16,k99_2358722_4
final.contigs.fa.metabat_bins_4,PF00687.16,k99_4177259_1
final.contigs.fa.metabat_bins_4,TIGR00922,k99_2162582_5
final.contigs.fa.metabat_bins_4,TIGR00922,k99_2358722_2
final.contigs.fa.metabat_bins_4,PF03948.9,k99_1399778_4
final.contigs.fa.metabat_bins_4,PF03948.9,k99_3557139_4
final.contigs.fa.metabat_bins_4,PF00297.17,k99_1648347_1
final.contigs.fa.metabat_bins_4,PF00297.17,k99_37501_8
final.contigs.fa.metabat_bins_4,TIGR02075,k99_138384_4
final.contigs.fa.metabat_bins_4,TIGR02075,k99_3883310_4
final.contigs.fa.metabat_bins_4,PF01000.21,k99_1648347_26
final.contigs.fa.metabat_bins_4,PF01000.21,k99_37501_34
final.contigs.fa.metabat_bins_4,PF06421.7,k99_1429535_2
final.contigs.fa.metabat_bins_4,PF06421.7,k99_2693310_7
final.contigs.fa.metabat_bins_4,PF05697.8,k99_1714338_5
final.contigs.fa.metabat_bins_4,PF05697.8,k99_4382960_1
final.contigs.fa.metabat_bins_4,PF05697.8,k99_476143_6
final.contigs.fa.metabat_bins_4,TIGR00810,k99_1456842_3
final.contigs.fa.metabat_bins_4,TIGR00810,k99_521119_15
final.contigs.fa.metabat_bins_4,PF03719.10,k99_1648347_18
final.contigs.fa.metabat_bins_4,PF03719.10,k99_37501_25
final.contigs.fa.metabat_bins_4,PF00562.23,k99_414062_2
final.contigs.fa.metabat_bins_4,PF00562.23,k99_4177259_4
final.contigs.fa.metabat_bins_4,TIGR01079,k99_1648347_12
final.contigs.fa.metabat_bins_4,TIGR01079,k99_37501_19
final.contigs.fa.metabat_bins_4,PF01245.15,k99_1349832_6
final.contigs.fa.metabat_bins_4,PF01245.15,k99_387090_3
final.contigs.fa.metabat_bins_4,PF11987.3,k99_1077343_5
final.contigs.fa.metabat_bins_4,PF11987.3,k99_2575983_2
final.contigs.fa.metabat_bins_4,PF00453.13,k99_1661602_4
final.contigs.fa.metabat_bins_4,PF00453.13,k99_2188678_8
final.contigs.fa.metabat_bins_4,PF00411.14,k99_1648347_24
final.contigs.fa.metabat_bins_4,PF00411.14,k99_37501_32
final.contigs.fa.metabat_bins_4,TIGR03723,k99_1803657_4
final.contigs.fa.metabat_bins_4,TIGR03723,k99_691334_2
final.contigs.fa.metabat_bins_4,PF01250.12,k99_1399778_2
final.contigs.fa.metabat_bins_4,PF01250.12,k99_3557139_6
final.contigs.fa.metabat_bins_4,PF00238.14,k99_1648347_11
final.contigs.fa.metabat_bins_4,PF00238.14,k99_37501_18
final.contigs.fa.metabat_bins_4,PF00466.15,k99_2162582_2
final.contigs.fa.metabat_bins_4,PF00466.15,k99_2358722_5
final.contigs.fa.metabat_bins_4,PF00466.15,k99_4177259_2
final.contigs.fa.metabat_bins_4,TIGR00460,k99_1002390_6
final.contigs.fa.metabat_bins_4,TIGR00460,k99_1919484_5
final.contigs.fa.metabat_bins_4,PF00177.16,k99_37501_5
final.contigs.fa.metabat_bins_4,PF00177.16,k99_573059_3
final.contigs.fa.metabat_bins_4,PF00828.14,k99_1648347_20
final.contigs.fa.metabat_bins_4,PF00828.14,k99_37501_27
final.contigs.fa.metabat_bins_4,PF03946.9,k99_2162582_4
final.contigs.fa.metabat_bins_4,PF03946.9,k99_2358722_3
final.contigs.fa.metabat_bins_4,PF00237.14,k99_1648347_6
final.contigs.fa.metabat_bins_4,PF00237.14,k99_37501_13
final.contigs.fa.metabat_bins_4,PF00318.15,k99_138384_6
final.contigs.fa.metabat_bins_4,PF00318.15,k99_3489062_1
final.contigs.fa.metabat_bins_4,PF05491.8,k99_378757_8
final.contigs.fa.metabat_bins_4,PF05491.8,k99_75176_1
final.contigs.fa.metabat_bins_4,PF01746.16,k99_1622476_22
final.contigs.fa.metabat_bins_4,PF01746.16,k99_387090_1
final.contigs.fa.metabat_bins_4,PF04998.12,k99_414062_3
final.contigs.fa.metabat_bins_4,PF04998.12,k99_4177259_5
final.contigs.fa.metabat_bins_4,PF02912.13,k99_1139282_3
final.contigs.fa.metabat_bins_4,PF02912.13,k99_925260_4
final.contigs.fa.metabat_bins_4,PF00623.15,k99_414062_3
final.contigs.fa.metabat_bins_4,PF00623.15,k99_4177259_5
final.contigs.fa.metabat_bins_4,PF00366.15,k99_1648347_10
final.contigs.fa.metabat_bins_4,PF00366.15,k99_37501_17
final.contigs.fa.metabat_bins_4,PF00573.17,k99_1648347_2
final.contigs.fa.metabat_bins_4,PF00573.17,k99_37501_9
final.contigs.fa.metabat_bins_4,PF00189.15,k99_1648347_7
final.contigs.fa.metabat_bins_4,PF00189.15,k99_37501_14
final.contigs.fa.metabat_bins_4,TIGR00344,k99_2980309_10
final.contigs.fa.metabat_bins_4,TIGR00344,k99_720868_1
final.contigs.fa.metabat_bins_4,PF00333.15,k99_1648347_18
final.contigs.fa.metabat_bins_4,PF00333.15,k99_37501_25
final.contigs.fa.metabat_bins_4,PF08459.6,k99_2600884_4
final.contigs.fa.metabat_bins_4,PF08459.6,k99_2803654_3
final.contigs.fa.metabat_bins_41,PF03439.8,k99_1341966_7
final.contigs.fa.metabat_bins_41,PF03439.8,k99_2941267_3
final.contigs.fa.metabat_bins_41,PF01172.13,k99_1481228_15
final.contigs.fa.metabat_bins_41,PF01172.13,k99_951453_2
final.contigs.fa.metabat_bins_41,PF00164.20,k99_1971537_4
final.contigs.fa.metabat_bins_41,PF00164.20,k99_2720835_13
final.contigs.fa.metabat_bins_41,PF09173.6,k99_2548028_3
final.contigs.fa.metabat_bins_41,PF09173.6,k99_4573483_4
final.contigs.fa.metabat_bins_41,PF03874.11,k99_3318431_12
final.contigs.fa.metabat_bins_41,PF03874.11,k99_4136206_4
final.contigs.fa.metabat_bins_41,PF03874.11,k99_4245654_6
final.contigs.fa.metabat_bins_41,PF00203.16,k99_4136206_18
final.contigs.fa.metabat_bins_41,PF00203.16,k99_85273_13
final.contigs.fa.metabat_bins_41,PF00466.15,k99_111383_2
final.contigs.fa.metabat_bins_41,PF00466.15,k99_2622912_2
final.contigs.fa.metabat_bins_41,PF00416.17,k99_1778652_8
final.contigs.fa.metabat_bins_41,PF00416.17,k99_3030002_7
final.contigs.fa.metabat_bins_41,PF05670.8,k99_2622912_6
final.contigs.fa.metabat_bins_41,PF05670.8,k99_2815303_4
final.contigs.fa.metabat_bins_41,PF04127.10,k99_1668588_3
final.contigs.fa.metabat_bins_41,PF04127.10,k99_2197420_1
final.contigs.fa.metabat_bins_41,PF04127.10,k99_3009566_3
final.contigs.fa.metabat_bins_41,PF04127.10,k99_584057_3
final.contigs.fa.metabat_bins_41,PF01090.14,k99_1205341_11
final.contigs.fa.metabat_bins_41,PF01090.14,k99_2649848_3
final.contigs.fa.metabat_bins_41,PF01193.19,k99_1778652_11
final.contigs.fa.metabat_bins_41,PF01193.19,k99_2743685_7
final.contigs.fa.metabat_bins_41,PF01193.19,k99_3030002_10
final.contigs.fa.metabat_bins_41,PF09249.6,k99_1274003_2
final.contigs.fa.metabat_bins_41,PF09249.6,k99_3674413_1
final.contigs.fa.metabat_bins_41,PF11987.3,k99_3209991_5
final.contigs.fa.metabat_bins_41,PF11987.3,k99_765113_7
final.contigs.fa.metabat_bins_41,PF00298.14,k99_111383_4
final.contigs.fa.metabat_bins_41,PF00298.14,k99_2622912_4
final.contigs.fa.metabat_bins_41,PF00252.13,k99_1915641_5
final.contigs.fa.metabat_bins_41,PF00252.13,k99_3053451_5
final.contigs.fa.metabat_bins_41,PF01198.14,k99_1052974_1
final.contigs.fa.metabat_bins_41,PF01198.14,k99_1455990_5
final.contigs.fa.metabat_bins_41,PF01201.17,k99_2131760_3
final.contigs.fa.metabat_bins_41,PF01201.17,k99_3182615_4
final.contigs.fa.metabat_bins_41,PF01351.13,k99_2067220_4
final.contigs.fa.metabat_bins_41,PF01351.13,k99_2481236_5
final.contigs.fa.metabat_bins_41,PF04567.12,k99_1298764_3
final.contigs.fa.metabat_bins_41,PF04567.12,k99_2720835_8
final.contigs.fa.metabat_bins_41,PF01922.12,k99_42157_18
final.contigs.fa.metabat_bins_41,PF01922.12,k99_668441_4
final.contigs.fa.metabat_bins_41,PF01667.12,k99_1487414_5
final.contigs.fa.metabat_bins_41,PF01667.12,k99_4017350_10
final.contigs.fa.metabat_bins_41,PF00398.15,k99_268410_1
final.contigs.fa.metabat_bins_41,PF00398.15,k99_4245654_4
final.contigs.fa.metabat_bins_41,TIGR03685,k99_1455990_2
final.contigs.fa.metabat_bins_41,TIGR03685,k99_2124992_4
final.contigs.fa.metabat_bins_41,PF04983.13,k99_1298764_2
final.contigs.fa.metabat_bins_41,PF04983.13,k99_2720835_9
final.contigs.fa.metabat_bins_41,TIGR03683,k99_2933474_2
final.contigs.fa.metabat_bins_41,TIGR03683,k99_4167397_1
final.contigs.fa.metabat_bins_41,PF04561.9,k99_1298764_3
final.contigs.fa.metabat_bins_41,PF04561.9,k99_2720835_8
final.contigs.fa.metabat_bins_41,PF04565.11,k99_1298764_3
final.contigs.fa.metabat_bins_41,PF04565.11,k99_2720835_8
final.contigs.fa.metabat_bins_41,PF04919.7,k99_3318431_11
final.contigs.fa.metabat_bins_41,PF04919.7,k99_4136206_5
final.contigs.fa.metabat_bins_41,PF04919.7,k99_4245654_5
final.contigs.fa.metabat_bins_41,TIGR00425,k99_1778652_7
final.contigs.fa.metabat_bins_41,TIGR00425,k99_3030002_6
final.contigs.fa.metabat_bins_41,PF01200.13,k99_1341966_24
final.contigs.fa.metabat_bins_41,PF01200.13,k99_265372_7
final.contigs.fa.metabat_bins_41,PF07541.7,k99_1487414_4
final.contigs.fa.metabat_bins_41,PF07541.7,k99_4017350_9
final.contigs.fa.metabat_bins_41,PF00679.19,k99_3031620_4
final.contigs.fa.metabat_bins_41,PF00679.19,k99_3622987_4
final.contigs.fa.metabat_bins_41,PF01194.12,k99_2057813_5
final.contigs.fa.metabat_bins_41,PF01194.12,k99_26186_1
final.contigs.fa.metabat_bins_41,PF13656.1,k99_1514593_5
final.contigs.fa.metabat_bins_41,PF13656.1,k99_510577_3
final.contigs.fa.metabat_bins_41,PF01015.13,k99_3572084_4
final.contigs.fa.metabat_bins_41,PF01015.13,k99_510577_6
final.contigs.fa.metabat_bins_41,PF01282.14,k99_1000410_5
final.contigs.fa.metabat_bins_41,PF01282.14,k99_3030002_35
final.contigs.fa.metabat_bins_41,PF01287.15,k99_2319279_3
final.contigs.fa.metabat_bins_41,PF01287.15,k99_3187428_2
final.contigs.fa.metabat_bins_41,PF01287.15,k99_3496076_14
final.contigs.fa.metabat_bins_41,PF00276.15,k99_4136206_16
final.contigs.fa.metabat_bins_41,PF00276.15,k99_85273_15
final.contigs.fa.metabat_bins_41,PF01780.14,k99_2197420_4
final.contigs.fa.metabat_bins_41,PF01780.14,k99_2832565_2
final.contigs.fa.metabat_bins_41,TIGR00064,k99_1402801_3
final.contigs.fa.metabat_bins_41,TIGR00064,k99_964055_10
final.contigs.fa.metabat_bins_41,TIGR00389,k99_3187428_6
final.contigs.fa.metabat_bins_41,TIGR00389,k99_3496076_17
final.contigs.fa.metabat_bins_41,PF04997.7,k99_1298764_2
final.contigs.fa.metabat_bins_41,PF04997.7,k99_2720835_9
final.contigs.fa.metabat_bins_41,PF04563.10,k99_1298764_3
final.contigs.fa.metabat_bins_41,PF04563.10,k99_2720835_8
final.contigs.fa.metabat_bins_41,PF03947.13,k99_4136206_17
final.contigs.fa.metabat_bins_41,PF03947.13,k99_85273_14
final.contigs.fa.metabat_bins_41,PF01912.13,k99_1052974_2
final.contigs.fa.metabat_bins_41,PF01912.13,k99_1455990_4
final.contigs.fa.metabat_bins_41,PF00181.18,k99_4136206_17
final.contigs.fa.metabat_bins_41,PF00181.18,k99_85273_14
final.contigs.fa.metabat_bins_41,PF04010.8,k99_3143790_3
final.contigs.fa.metabat_bins_41,PF04010.8,k99_955871_4
final.contigs.fa.metabat_bins_41,TIGR00549,k99_3129788_5
final.contigs.fa.metabat_bins_41,TIGR00549,k99_595639_6
final.contigs.fa.metabat_bins_41,TIGR01018,k99_1778652_9
final.contigs.fa.metabat_bins_41,TIGR01018,k99_3030002_8
final.contigs.fa.metabat_bins_41,PF01157.13,k99_1906189_1
final.contigs.fa.metabat_bins_41,PF01157.13,k99_4245654_7
final.contigs.fa.metabat_bins_41,PF01157.13,k99_565861_4
final.contigs.fa.metabat_bins_41,TIGR00392,k99_3909318_1
final.contigs.fa.metabat_bins_41,TIGR00392,k99_967195_2
final.contigs.fa.metabat_bins_41,PF00347.18,k99_100456_9
final.contigs.fa.metabat_bins_41,PF00347.18,k99_4222359_2
final.contigs.fa.metabat_bins_41,PF00831.18,k99_4136206_21
final.contigs.fa.metabat_bins_41,PF00831.18,k99_85273_10
final.contigs.fa.metabat_bins_41,TIGR01080,k99_1481228_21
final.contigs.fa.metabat_bins_41,TIGR01080,k99_951453_8
final.contigs.fa.metabat_bins_41,TIGR00408,k99_2126439_1
final.contigs.fa.metabat_bins_41,TIGR00408,k99_3155386_14
final.contigs.fa.metabat_bins_41,TIGR00270,k99_1000410_2
final.contigs.fa.metabat_bins_41,TIGR00270,k99_42157_5
final.contigs.fa.metabat_bins_41,PF08068.7,k99_1778652_7
final.contigs.fa.metabat_bins_41,PF08068.7,k99_3030002_6
final.contigs.fa.metabat_bins_41,PF00687.16,k99_111383_3
final.contigs.fa.metabat_bins_41,PF00687.16,k99_2622912_3
final.contigs.fa.metabat_bins_41,PF04560.15,k99_1298764_3
final.contigs.fa.metabat_bins_41,PF04560.15,k99_2720835_8
final.contigs.fa.metabat_bins_41,PF05000.12,k99_1298764_2
final.contigs.fa.metabat_bins_41,PF05000.12,k99_2720835_9
final.contigs.fa.metabat_bins_41,PF00380.14,k99_2057813_6
final.contigs.fa.metabat_bins_41,PF00380.14,k99_26186_2
final.contigs.fa.metabat_bins_41,PF00752.12,k99_111383_5
final.contigs.fa.metabat_bins_41,PF00752.12,k99_2622912_5
final.contigs.fa.metabat_bins_41,PF09377.5,k99_1481228_15
final.contigs.fa.metabat_bins_41,PF09377.5,k99_951453_2
final.contigs.fa.metabat_bins_41,TIGR02389,k99_1971537_1
final.contigs.fa.metabat_bins_41,TIGR02389,k99_2720835_10
final.contigs.fa.metabat_bins_41,TIGR00419,k99_1169360_1
final.contigs.fa.metabat_bins_41,TIGR00419,k99_1297781_9
final.contigs.fa.metabat_bins_41,PF01000.21,k99_1778652_11
final.contigs.fa.metabat_bins_41,PF01000.21,k99_3030002_10
final.contigs.fa.metabat_bins_41,PF04566.8,k99_1298764_3
final.contigs.fa.metabat_bins_41,PF04566.8,k99_2720835_8
final.contigs.fa.metabat_bins_41,PF00562.23,k99_1298764_3
final.contigs.fa.metabat_bins_41,PF00562.23,k99_2720835_8
final.contigs.fa.metabat_bins_41,PF00366.15,k99_2923640_1
final.contigs.fa.metabat_bins_41,PF00366.15,k99_85273_7
final.contigs.fa.metabat_bins_41,TIGR00057,k99_2131760_4
final.contigs.fa.metabat_bins_41,TIGR00057,k99_3182615_5
final.contigs.fa.metabat_bins_41,PF01191.14,k99_1298764_4
final.contigs.fa.metabat_bins_41,PF01191.14,k99_2720835_7
final.contigs.fa.metabat_bins_41,PF00572.13,k99_2057813_7
final.contigs.fa.metabat_bins_41,PF00572.13,k99_26186_3
final.contigs.fa.metabat_bins_41,PF01981.11,k99_4237566_3
final.contigs.fa.metabat_bins_41,PF01981.11,k99_510577_14
final.contigs.fa.metabat_bins_41,PF01984.15,k99_1205341_10
final.contigs.fa.metabat_bins_41,PF01984.15,k99_2649848_2
final.contigs.fa.metabat_bins_41,TIGR03677,k99_1341966_23
final.contigs.fa.metabat_bins_41,TIGR03677,k99_265372_8
final.contigs.fa.metabat_bins_41,PF00411.14,k99_1778652_10
final.contigs.fa.metabat_bins_41,PF00411.14,k99_3030002_9
final.contigs.fa.metabat_bins_41,PF01864.12,k99_3143790_4
final.contigs.fa.metabat_bins_41,PF01864.12,k99_3592822_1
final.contigs.fa.metabat_bins_41,PF00238.14,k99_2923640_2
final.contigs.fa.metabat_bins_41,PF00238.14,k99_85273_6
final.contigs.fa.metabat_bins_41,TIGR03724,k99_2694495_1
final.contigs.fa.metabat_bins_41,TIGR03724,k99_4561991_2
final.contigs.fa.metabat_bins_41,PF00177.16,k99_1971537_5
final.contigs.fa.metabat_bins_41,PF00177.16,k99_2720835_14
final.contigs.fa.metabat_bins_41,PF00827.12,k99_1995185_7
final.contigs.fa.metabat_bins_41,PF00827.12,k99_3261864_5
final.contigs.fa.metabat_bins_41,TIGR02338,k99_339485_5
final.contigs.fa.metabat_bins_41,TIGR02338,k99_965588_5
final.contigs.fa.metabat_bins_41,PF01849.13,k99_219080_4
final.contigs.fa.metabat_bins_41,PF01849.13,k99_3318431_7
final.contigs.fa.metabat_bins_41,TIGR00468,k99_4401990_6
final.contigs.fa.metabat_bins_41,TIGR00468,k99_674375_1
final.contigs.fa.metabat_bins_41,PF01866.12,k99_1142408_5
final.contigs.fa.metabat_bins_41,PF01866.12,k99_3159371_2
final.contigs.fa.metabat_bins_41,PF01982.11,k99_2126439_4
final.contigs.fa.metabat_bins_41,PF01982.11,k99_3155386_17
final.contigs.fa.metabat_bins_41,PF00237.14,k99_4136206_19
final.contigs.fa.metabat_bins_41,PF00237.14,k99_85273_12
final.contigs.fa.metabat_bins_41,PF03876.12,k99_1000410_7
final.contigs.fa.metabat_bins_41,PF03876.12,k99_3030002_33
final.contigs.fa.metabat_bins_41,PF02978.14,k99_1778652_3
final.contigs.fa.metabat_bins_41,PF02978.14,k99_1812894_3
final.contigs.fa.metabat_bins_41,TIGR00670,k99_1341966_11
final.contigs.fa.metabat_bins_41,TIGR00670,k99_42157_3
final.contigs.fa.metabat_bins_41,TIGR00670,k99_4245654_3
final.contigs.fa.metabat_bins_41,PF00623.15,k99_1298764_2
final.contigs.fa.metabat_bins_41,PF00623.15,k99_2720835_9
final.contigs.fa.metabat_bins_41,PF01246.15,k99_1341966_25
final.contigs.fa.metabat_bins_41,PF01246.15,k99_265372_6
final.contigs.fa.metabat_bins_41,PF00573.17,k99_4136206_15
final.contigs.fa.metabat_bins_41,PF00573.17,k99_85273_16
final.contigs.fa.metabat_bins_41,PF00189.15,k99_4136206_20
final.contigs.fa.metabat_bins_41,PF00189.15,k99_85273_11
final.contigs.fa.metabat_bins_41,TIGR01213,k99_3316395_7
final.contigs.fa.metabat_bins_41,TIGR01213,k99_4245654_8
final.contigs.fa.metabat_bins_41,TIGR00344,k99_2933474_2
final.contigs.fa.metabat_bins_41,TIGR00344,k99_4167397_1
final.contigs.fa.metabat_bins_41,PF01868.11,k99_4136206_23
final.contigs.fa.metabat_bins_41,PF01868.11,k99_85273_8
final.contigs.fa.metabat_bins_41,PF03764.13,k99_3031620_4
final.contigs.fa.metabat_bins_41,PF03764.13,k99_3622987_4
final.contigs.fa.metabat_bins_41,PF00867.13,k99_111383_5
final.contigs.fa.metabat_bins_41,PF00867.13,k99_2622912_5
final.contigs.fa.metabat_bins_46,PF01416.15,k99_3167383_8
final.contigs.fa.metabat_bins_46,PF01416.15,k99_3577427_4
final.contigs.fa.metabat_bins_48,PF00380.14,k99_2614369_2
final.contigs.fa.metabat_bins_48,PF00380.14,k99_851598_5
final.contigs.fa.metabat_bins_48,TIGR00442,k99_2399743_8
final.contigs.fa.metabat_bins_48,TIGR00442,k99_44014_3
final.contigs.fa.metabat_bins_48,PF00466.15,k99_1324119_5
final.contigs.fa.metabat_bins_48,PF00466.15,k99_4396000_4
final.contigs.fa.metabat_bins_48,PF00237.14,k99_100490_1
final.contigs.fa.metabat_bins_48,PF00237.14,k99_310375_5
final.contigs.fa.metabat_bins_48,PF01667.12,k99_1985062_1
final.contigs.fa.metabat_bins_48,PF01667.12,k99_3398584_10
final.contigs.fa.metabat_bins_48,PF04567.12,k99_2581448_1
final.contigs.fa.metabat_bins_48,PF04567.12,k99_2759864_2
final.contigs.fa.metabat_bins_48,PF04983.13,k99_11898_1
final.contigs.fa.metabat_bins_48,PF04983.13,k99_2581448_2
